SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
YKDE-T2-227-1997,YKDE-T2-227,T2-227,T2-227,ABR-USGS Climate Change Impacts,7/21/97 0:00,,1997,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.32,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,na,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,-8,B,Y,Ti,6.91,18020,,,,,6.91,18020,S,,,P,W,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxWSOW,CSSOW,,,,,,,Y,N,N,"ABR, AkSciCtr",,,,0,0,0,,,,
YKDE-T2-250-1994,YKDE-T2-250,T2-250,T2-250,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.33,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-250,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,9,A,Y,Ti,7.01,17130,,,,,7.01,17130,S,,,F,A,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxWSOW,CSSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-252-1995,YKDE-T2-252,T2-252,T2-252,ABR-NSF YKD Ecosystems,7/22/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.7,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T2-252,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,-15,B,Y,Ti,6.9,13100,,,,,6.9,13100,E,,,P,W,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxWEOW,CBSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-252-CG6-1994,YKDE-T2-252-CG6,T2-0252-CG6,T2-0252-CG6,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.7,Level-BM 1,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,u,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G1-1994,YKDE-T2-G1,T2-G1,G2.1,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.7,Lidar2010,Soil-Veg,2 x 8 m,1,,T2-G1,T2-G1,T2-G1,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,-12,B,Y,Ti,7,12400,,,,,7,12400,E,999,,P,W,Y,5,14,999,L,L,0,999,999,999,a,A,999,120,Y,N,LT,,Iact,2010,ACL,Hgwhsb,Hgwhsb,,MS,carram caldes carglar potege elymol chrarc,,Point-Smpl,C,A,,0,CLWESM,CBWSSM,,,"location good for 1994, but 2008 and 2009 locations off",,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G18-1995,YKDE-T2-G18,T2-G18,T2-G18,ABR-NSF YKD Ecosystems,7/23/95 0:00,,1995,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.6,,,,1.83,Lidar2010,Soil-Veg,2 x 8 m,1,,T2-G18,T2-G18,T2-G18,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-17,B,Y,Ti,7,8100,,,,,7,8100,E,3,,Ps,m,Y,2,4,999,L,L,0,999,999,999,a,A,999,35,Y,N,L,,Iact,2010,ACL,Sdwgh,Sdwgh,,SD,salova descae fesrub carglar caldes tripal,,Point-Smpl,C,A,,0,COMEDS,CBMWDS,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G2-1994,YKDE-T2-G2,T2-G2,T2-G2,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.43,Lidar2010,Veg,2 x 10 m,1,,T2-G2,,T2-G2,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-37,B,N,Ti,7.2,40000,,,,,7.2,40000,S,,,Ps,M,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgmhf,Hgmhf,,MG,ligsco potege elymol poaemi tripal carglar,,Point-Smpl,C,A,,0,CxMSGM,CBMDGM,,,,,,,Y,N,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G3-1994,YKDE-T2-G3,T2-G3,T2-G3,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.66,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar elymol potege caldes stehum,,Dom-List,D,A,,0,CxWxSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G4-1994,YKDE-T2-G4,T2-G4,T2-G4,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.63,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,M,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram salova caldes potege poaemi carar,,Dom-List,C,A,,0,CxMxSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G6-1994,YKDE-T2-G6,T2-G6,T2-G6,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.6,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,Ti,999,99999,,,,,999,99999,x,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram poaemi potege carar elymol chrarc,,Dom-List,D,A,,0,CxWxSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G7-1994,YKDE-T2-G7,T2-G7,T2-G7,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.02,Lidar2010,Veg,5 m rad,1,,T2-G7,,T2-G7,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,20,A,Y,Ti,999,99999,,,,,999,99999,x,,,F,A,Y,,,999,W,W,,,999,999,a,A,999,9999,N,N,N,,,,ACW,Habm,Habm,,EH,water hiptet,,Dom-List,C,A,,0,CxAxFE,CKMFE,,,,,,,Y,N,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G8-1994,YKDE-T2-G8,T2-G8,T2-G8,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.48,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fi,N,5,0,na,na,,0,0,999,U,U,Ti,999,99999,,,,,999,99999,x,,,Wm,M,N,,,999,L,L,,,999,999,a,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,poaemi carram elymol potege cargla,,Dom-List,D,A,,0,CxMxSM,CBWSSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-G9-1994,YKDE-T2-G9,T2-G9,T2-G9,ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.63,Lidar2010,Soil-Veg,5 m rad,1,,T2-G9,T2-G9,T2-G9,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,-19,B,Y,Ti,6.94,15090,,,,,6.94,15090,E,15,,Ps,M,Y,1,4,999,L,L,0,999,999,999,a,A,999,34,Y,N,L,,Iact,2010,ACL,Sdwgh,Sdwgh,,SD,salova descae fesrub ligsco carglar caldes,,Point-Smpl,C,A,,0,CLMEDS,CBMWDS,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-V2-1994,YKDE-T2-V2,T2-V2,"TG2.02, P2.02",ABR-NSF YKD Ecosystems,7/22/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.51,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,999,B,U,Ti,999,99999,,,,,999,99999,x,,,Ps,m,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgmhf,Hgmhf,,MG,elymol ligsco poaemi potete saunud tripal,,Dom-List,D,A,,0,CxMxGM,CBMDGM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-V9-1994,YKDE-T2-V9,T2-V9,T2-V9,ABR-NSF YKD Ecosystems,7/30/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.66,Lidar2010,Veg,5 m rad,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,Fl,N,5,0,na,na,,0,0,999,B,U,nd,999,99999,,,,,999,99999,x,,,Ps,m,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Sdwgh,Sdwgh,,SD,salova descae caldes elymol ligsco carram carrar,,Dom-List,D,A,,0,CxMxDS,CBMWDS,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T2-WL1-2010,YKDE-T2-WL1,T2-WL1,T2-WL1,Alaska Ecoscience-USGS Climate Change Impacts,8/10/10 0:00,,2010,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.58,,,,1.31,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,na,T2-WL1,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,A,,,,999,w,w,,,999,999,u,A,999,9999,N,N,N,,,,ACw,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxAxOW,CBSOW,,,,,,,Y,N,N,"ABR, AkSciCtr",,,,0,0,0,,,,
YKDE-T3-000-1994,YKDE-T3-000,T3-000,T3-000,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.32,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,T3-000,T3-000,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-35,B,N,Ti,7.06,1386,,,,,7.06,1386,K,0,,Ps,W,Y,14,22,999,L,O,0,999,999,999,a,A,999,30,Y,N,L,,Iach,2010,ACO,Hgwhsb,Hgwhsb,,MS,carrar carram chrarc salfus,,Dom-List,D,A,,0,COWKSM,CKWRSM,,,,,,,Y,Y,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-002-1996,YKDE-T3-002,T3-002,T3-002,ABR-NSF YKD Ecosystems,7/18/96 0:00,,1996,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.31,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-002,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,30,A,Y,Ti,6.6,12420,,,,,6.6,12420,E,,,F,A,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxAEOW,CBSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-025-1994,YKDE-T3-025,T3-025,T3-025,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.74,Level-BM 1,Soil-Veg,0.5 m rad,1,,T3-025,T3-025,T3-025,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,15,0,na,na,,0,0,-13,B,Y,Nsa,6.43,1431,,,,,6.43,1431,K,4,,P,W,Y,4,21,999,L,O,0,999,999,999,a,A,999,55,Y,N,L,,Iach,2010,ACO,Hgwhsb,Hgwhsb,,MS,carrar salfus empnig carram fesrub caldes,,Point-Smpl,C,A,,0,COWKSM,CKWRSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-050-1994,YKDE-T3-050,T3-050,T3-050,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.75,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-050,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-14,B,Y,Ti,6.48,1482,,,,,6.48,1482,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar salfus caldes empnig,,Dom-List,D,A,,0,CxWKSM,CKWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-075-1994,YKDE-T3-075,T3-075,T3-075,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.76,Level-BM 1,Photo,5 m rad,1,,,T3-075,T3-075,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-14,B,Y,Nsa,6.45,1582,,,,,6.45,1582,K,2,,P,W,Y,13,28,999,L,O,0,999,999,999,a,A,999,52,Y,N,L,,Iach,2010,ACO,Hgwhsb,Hgwhsb,,MS,carram carrar caldes salfus chrarc dupfis,,Dom-List,D,A,,0,COWKSM,CKWRSM,,,,,,,Y,Y,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-100-1994,YKDE-T3-100,T3-100,T3-100,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.69,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-100,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-15,B,Y,Ti,6.52,1785,,,,,6.52,1785,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar salfus caldes dupfis,,Dom-List,D,A,,0,CxWKSM,CKWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-102-1995,YKDE-T3-102,T3-102,T3-102,ABR-NSF YKD Ecosystems,7/19/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.43,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-102,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,12,A,Y,Ti,7,1020,,,,,7,1020,K,,,F,A,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Wb,Wb,,OC,water,,Dom-List,C,A,,0,CxAKOW,CKSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-105-1996,YKDE-T3-105,T3-105,T3-105,ABR-NSF YKD Ecosystems,7/18/96 0:00,,1996,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.81,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-105,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-8,B,Y,Ti,6.2,3280,,,,,6.2,3280,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carram carrar salfus chrarc sedros,,Dom-List,D,A,,0,CxWKSM,CKWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-124-CG11-1994,YKDE-T3-124-CG11,T3-124-CG11,T3-124-CG11,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.7,Level-BM 1,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,F,N,5,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,CBWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-125-1994,YKDE-T3-125,T3-125,T3-125,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.68,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-125,na,,,C,0,0,,,Fdoa,,Mta,,,Fdoa,,F,N,5,0,na,na,,0,0,-3,B,Y,Ti,6.18,3570,,,,,6.18,3570,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhss,Hgwhss,,MS,carram carrar dupfis caldes,,Dom-List,D,A,,0,CxWKSM,CBWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-150-1994,YKDE-T3-150,T3-150,T3-150,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.74,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,T3-150,T3-150,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-12,B,Y,Ti,6.42,4830,,,,,6.42,4830,K,2,,P,W,Y,1,22,999,L,O,,999,999,999,a,A,999,65,Y,Y,L,,Iach,2010,ACO,Hgwhsb,Hgwhsb,,MS,carram carrar caldes dupfis salfus chrarc,,Dom-List,D,A,,0,COWKSM,CKWRSM,,,,,,,Y,Y,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-150-BM9-1997,YKDE-T3-150-BM9,T3-9A-BM-Rbr,T9A,FWS Crazy Mountain Surveys,7/25/97 0:00,,1997,Jim Mitchel/Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,12.71,,,1.91,DGPS-Surv-,TopoSurv,na,1,,,,na,na,,,C,0,0,,,nd,,nd,,,nd,,nd,nd,999,0,na,na,,0,0,999,,,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,SBWSSM,ND,,Rbr Ht above gnd=0.17,NAVD88 Ground Ht=1.99,,,,Y,N,N,Crazy Mtn Surveyors,,,,0,0,0,,,,
YKDE-T3-175-1994,YKDE-T3-175,T3-175,T3-175,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,Jorgenson,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.72,Level-BM 1,Soil-Veg,5 x 10 m,1,,T3-175,T3-175,T3-175,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-7,B,Y,Nsa,6.55,5350,,,,,6.55,5350,K,2,,P,W,Y,1,21,999,L,O,0,999,999,999,a,A,999,115,Y,N,LT,,Iach,2010,ACO,Hgwhsb,Hgwhsb,,MS,carrar carram caldes chrarc salfus fesrub,,Point-Smpl,C,A,,0,COWKSM,CKWRSM,,,,,,,Y,Y,Y,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-200-1994,YKDE-T3-200,T3-200,T3-200,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.45,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-200,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,-13,B,Y,Ti,6.48,5850,,,,,6.48,5850,K,,,P,W,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Habm,Habm,,EH,water hiptet,,Dom-List,C,A,,0,CxWKFE,CKMFE,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-210-1995,YKDE-T3-210,T3-210,T3-210,ABR-NSF YKD Ecosystems,7/19/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.6,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-210,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-23,B,Y,Ti,6.9,3200,,,,,6.9,3200,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carrar carram elymol sedros chrarc poaarc fesrub poaemi rubcha,,Dom-List,D,A,,0,CxWKSM,CKWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-216-1995,YKDE-T3-216,T3-216,T3-216,ABR-NSF YKD Ecosystems,7/19/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.51,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-216,na,,,C,0,0,,,Fdoi,,Mta,,,Fdoi,,Fi,N,10,0,na,na,,0,0,-21,B,Y,Ti,6.6,7400,,,,,6.6,7400,K,,,P,W,Y,,,999,L,L,,,999,999,u,A,999,9999,N,N,N,,,,ACL,Hgwhsb,Hgwhsb,,MS,carrar carram poaarc fesrub elymol chrarc poaemi dupfis rubcha,,Dom-List,D,A,,0,CxWKSM,CKWRSM,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-216-CG10-1994,YKDE-T3-216-CG10,T3-216-CG10,T3-216-CG10,ABR-NSF YKD Ecosystems,7/28/94 0:00,,1994,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.51,Level-BM 1,Crest Gauge,na,1,,,,na,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,999,U,U,nd,999,99999,,,,,999,99999,x,,,nd,nd,,,,999,U,U,,,999,999,u,A,999,9999,N,N,N,,,,ACU,nd,nd,,nd,nd,,na,N,A,,0,,CKSOW,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
YKDE-T3-218-1995,YKDE-T3-218,T3-218,T3-218,ABR-NSF YKD Ecosystems,7/19/95 0:00,,1995,Jorgenson,n,na,n,n,n,A,YK Delta,Tutakoke,YKDE,61.25,-165.54,,,,1.37,Level-BM 1,Hydro-Sedim,0.5 m rad,1,,,,T3-218,na,,,C,0,0,,,Wels,,Mta,,,Wels,,W,W,0,0,na,na,,0,0,-7,B,Y,Ti,7.3,6300,,,,,7.3,6300,K,,,P,W,Y,,,999,W,W,,,999,999,u,A,999,9999,N,N,N,,,,ACW,Habm,Habm,,EH,hiptet water,,Dom-List,C,A,,0,CxWKFE,CKMFE,,,,,,,Y,N,N,ABR-NSF,,,,0,0,0,,,,
